epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,552.879,0.90848,0.84931,1.59679,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,7.69593e-05,7.69593e-05,7.69593e-05
175,556.051,0.92174,0.92231,0.94356,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,7.24667e-05,7.24667e-05,7.24667e-05
176,559.483,0.93914,0.96836,1.58884,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,6.81342e-05,6.81342e-05,6.81342e-05
177,562.991,0.96591,0.97932,1.57567,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,6.3963e-05,6.3963e-05,6.3963e-05
178,566.472,0.88442,0.91431,1.4554,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,5.9954e-05,5.9954e-05,5.9954e-05
179,569.674,0.87442,0.88866,1.37587,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,5.61083e-05,5.61083e-05,5.61083e-05
180,572.815,0.87089,0.85805,1.21357,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,5.24268e-05,5.24268e-05,5.24268e-05
181,576.026,0.87342,0.86074,1.3868,0.90092,0.81548,0.91487,0.69644,1.01767,0.8883,1.7163,4.89104e-05,4.89104e-05,4.89104e-05
182,579.324,1.03861,0.92313,1.42358,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,4.556e-05,4.556e-05,4.556e-05
183,582.58,0.89135,0.885,1.26222,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,4.23765e-05,4.23765e-05,4.23765e-05
184,586.009,0.8705,0.88484,0.89706,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,3.93605e-05,3.93605e-05,3.93605e-05
185,589.267,0.83779,0.86675,1.37231,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,3.65129e-05,3.65129e-05,3.65129e-05
186,592.673,0.93146,0.93494,2.10775,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,3.38343e-05,3.38343e-05,3.38343e-05
187,596.19,0.89156,0.92994,1.3325,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,3.13254e-05,3.13254e-05,3.13254e-05
188,599.669,0.85023,0.89801,1.1305,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,2.89868e-05,2.89868e-05,2.89868e-05
189,602.852,0.84573,0.90562,1.31256,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,2.68192e-05,2.68192e-05,2.68192e-05
190,606.462,0.89749,0.87829,1.22922,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,2.4823e-05,2.4823e-05,2.4823e-05
191,609.931,0.90251,0.94347,0.87448,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,2.29987e-05,2.29987e-05,2.29987e-05
192,613.488,0.92053,0.99409,1.166,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,2.13468e-05,2.13468e-05,2.13468e-05
193,616.897,0.97347,0.98429,1.27195,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,1.98677e-05,1.98677e-05,1.98677e-05
194,620.423,0.9531,0.9973,1.07283,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,1.85617e-05,1.85617e-05,1.85617e-05
195,623.577,0.95875,0.98986,1.21214,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,1.74293e-05,1.74293e-05,1.74293e-05
196,626.664,0.95893,0.9827,1.29794,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,1.64705e-05,1.64705e-05,1.64705e-05
197,629.859,0.97902,0.96927,1.21206,0.84608,0.89418,0.93209,0.70664,1.00546,0.87277,1.70584,1.56858e-05,1.56858e-05,1.56858e-05
198,633.282,0.93843,0.96054,1.24424,0.87867,0.89545,0.93895,0.71728,1.00827,0.8744,1.69526,1.50753e-05,1.50753e-05,1.50753e-05
199,637.094,0.99728,0.97685,1.30163,0.87867,0.89545,0.93895,0.71728,1.00827,0.8744,1.69526,1.4639e-05,1.4639e-05,1.4639e-05
200,641.063,0.87481,0.91359,0.98178,0.87867,0.89545,0.93895,0.71728,1.00827,0.8744,1.69526,1.43773e-05,1.43773e-05,1.43773e-05
