idx,con_sum,test_sum,factor,test_scaled
0.0,988631.375,168098.640625,1.0114993568760652e-06,0.1700316668839283
0.1,1001273.625,130629.5,9.98727995057295e-07,0.13046333863033693
1.0,853727.375,534379.125,1.1713341158821339e-06,0.6259364999277433
10.0,819825.5,787516.875,1.2197717685043952e-06,0.9605908513458048
20.0,771160.9375,747040.6875,1.2967461801707248e-06,0.9687221579477371
40.0,728115.125,707021.4375,1.3734091844335743e-06,0.9710297358539283
80.0,751875.625,790042.8125,1.3300072069765528e-06,1.0507626344450254
